.01 PRIMARY ID	.02 TPA ID	.03 CLAIM OFFICE ID	.04 CLAIM TYPE	.05 DATE/TIME LAST MODIFIED	.08 TEST or PRODUCTION	.09 DELETED / INACTIVE	.11 EXCLUDED SERVICE CLAIM TYPE	.12 EXCLUDED SERVICE LAST UPDATED	
free text	free text	free text	set of codes	date	boolean	boolean	set of codes	date	
59266			1	"JUN 28,2012@09:10"					
59274			1	"JUN 14,2012@09:16"					
59275			2	"JUL 16,2012@20:46"					
59276			1	"AUG 14,2012@09:37"					
59296			1	"JUN 27,2012@08:42"					
59298			1	"JUL 16,2012@20:46"					
59299			1	"JUL 16,2012@20:46"					
59313			1	"JUL 16,2012@20:47"					
59321			1	"JUN 14,2012@09:17"					
59322			1	"APR 20,2020@08:04"					
59324			2	"JUL 16,2012@20:47"					
59331			1	"JUL 16,2012@20:48"					
60054	60054		2	"MAY 16,2012@06:19"			2		
60054	60054		3	"MAY 16,2012@06:19"			3		
60058			1	"MAR 18,2020@17:04"					
60065			1	"MAR 27,2018@14:57"					
60110	60110		1	"MAR 29,2012@11:08"					
60280			1	"MAR 15,2012@07:07"					
60305			1	"JUN 19,2012@07:19"					
60550			1	"JUL 16,2012@20:42"					
60646			1	"JUL 16,2012@20:43"					
60995			1	"MAR 7,2012@06:46"					
61101	61101		1	"JAN 17,2013@06:12"					
61106			1	"JUL 16,2012@20:43"					
61124	61124		1	"JUN 14,2012@09:17"					
61125			1	"JUL 16,2012@20:49"					
61129			1	"JUL 16,2012@20:49"					
61225			1	"JUL 16,2012@20:49"					
61325			1	"SEP 29,2017@14:25"					
61425			1	"JUL 16,2012@20:50"					
61604			1	"JUL 16,2012@20:50"					
61665	61665		1	"MAY 31,2012@08:36"					
61799			1	"FEB 14,2018@11:29"					
62030			1	"JUL 16,2012@20:44"					
62045	62045		1	"DEC 22,2020@17:30"					
62061			1	"JUN 27,2012@06:34"					
62111			1	"JUN 21,2012@08:49"					
62118	62118		1	"MAY 8,2014@14:13"					
62119			1	"JUL 16,2012@20:51"					
62149			1	"JUL 16,2012@20:51"					
62153			1	"JUN 5,2012@10:10"					
62157			1	"JUN 21,2012@08:49"					
62159			1	"JUN 14,2012@09:18"					
62160			1	"JUL 16,2012@20:51"					
62168			1	"JUL 2,2012@09:10"					
62176			1	"JUL 16,2012@20:52"					
62177			1	"APR 18,2012@06:26"					
62179			1	"MAY 31,2012@08:46"					
62180			1	"MAY 31,2012@08:44"					
62181			1	"JUL 16,2012@20:52"					
62183			1	"JUL 16,2012@20:53"					
62218			1	"JUL 16,2012@20:52"					
62308	62308		1	"JUN 20,2012@08:13"					
62324			3	"AUG 12,2019@15:24"					
62480			1	"FEB 14,2019@08:26"					
62553	62553		1	"JUL 12,2012@06:17"					
62777			1	"MAR 15,2012@07:08"					
63070	63082		1	"JAN 17,2012@07:37"					
63092			1	"JUL 16,2012@21:49"					
63100			1	"JUN 19,2012@07:22"					
63103			1	"JUL 3,2012@10:46"					
63106			2	"JUL 3,2012@10:22"					
63719			1	"JUL 16,2012@21:49"					
63985			1	"FEB 6,2020@14:09"					
64068			1	"JUN 20,2012@08:30"					
64084			3	"MAY 1,2012@09:22"					
64088			1	"JUL 16,2012@21:50"					
64157	64157		1	"DEC 5,2013@08:50"					
64158			1	"MAY 15,2012@11:11"					
64246			1	"JUL 16,2012@21:50"					
65031			1	"JUL 16,2012@21:51"					
65054			1	"JUL 16,2012@21:51"					
65055			1	"APR 20,2020@08:21"					
65062			2	"JUL 16,2012@21:51"					
65063			2	"JUL 16,2012@21:52"					
65064			1	"JUL 16,2012@21:52"					
65085			1	"JUL 16,2012@21:52"					
65088			1	"JUL 16,2012@21:54"					
65090			2	"JUN 29,2012@13:54"					
65101			1	"JUL 16,2012@21:54"					
65113			1	"JUL 2,2012@09:10"					
65432			1	"NOV 15,2019@19:01"					
65465			1	"JAN 2,2020@12:18"					
66009			1	"FEB 4,2019@15:17"					
66010			1	"MAY 1,2019@16:33"					
66011			1	"JAN 2,2020@12:08"					
66012			1	"JAN 2,2020@12:06"					
66053			1	"JUN 21,2012@08:51"					
66055			1	"JUL 16,2012@21:54"					
66056			1	"FEB 19,2020@13:39"					
66063			1	"JUL 24,2019@15:11"					
66064			1	"DEC 18,2020@13:02"					
66125			1	"JUL 3,2012@10:45"					
66310			1	"AUG 26,2019@14:16"					
66701			1	"APR 20,2020@09:34"					
66705			1	"JUL 16,2012@21:55"					
66901			1	"OCT 16,2017@11:54"					
66917			1	"JUL 16,2012@21:55"					
67815			1	"JUL 2,2012@09:09"					
67829			1	"JUN 5,2012@10:12"					
67895			1	"JAN 5,2018@19:13"					
68011			1	"JUN 19,2012@07:22"					
68013			2	"MAR 6,2012@11:50"					
68024			1	"DEC 4,2020@07:19"					
68036			2	"JUL 3,2012@10:23"					
68037			1	"JUL 16,2012@21:55"					
68039			1	"JUL 16,2012@21:56"					
68041			1	"JUL 2,2012@09:07"					
68046			1	"JUL 16,2012@21:56"					
68047			1	"JUL 16,2012@21:56"					
68048			1	"JUL 16,2012@21:57"					
68049			1	"JUL 16,2012@21:58"					
68050			1	"JUL 16,2012@21:58"					
68051			1	"JUL 16,2012@21:58"					
68052			1	"JUL 16,2012@21:59"					
68053			1	"JUL 16,2012@21:59"					
68054			1	"JUL 16,2012@21:59"					
68055			1	"JUL 16,2012@22:00"					
68056			1	"JUL 16,2012@22:00"					
68057			1	"JUL 16,2012@22:00"					
68058			1	"JUL 16,2012@22:01"					
68059			1	"JUL 16,2012@22:02"					
68060			1	"JUL 16,2012@22:02"					
68061			1	"JUL 16,2012@22:02"					
68062			1	"JUL 16,2012@22:03"					
68065			1	"JUL 16,2012@22:03"					
68066			1	"JUL 16,2012@22:04"					
68195			1	"JUN 25,2012@07:13"					
68423			1	"JUL 16,2012@22:04"					
69521			1	"JUL 16,2012@22:04"					
70259			1	"JUL 16,2012@22:04"					
70408			1	"JUN 14,2012@13:12"					
71057			1	"JUL 16,2012@22:05"					
71063	HDM01	9711	2	"APR 5,2013@10:39"			2		
71063	HDM01	9711	3	"APR 5,2013@10:39"			3		
71066			1	"JAN 2,2019@15:23"					
71080			1	"JUN 25,2012@07:14"					
71404	13193	0061	2	"APR 5,2013@10:40"			2		
71404	13193	0061	3	"APR 5,2013@10:40"			3		
71412	71412		2	"MAR 29,2012@11:08"			2		
71412	71412		3	"MAR 29,2012@11:08"			3		
71890			1	"FEB 13,2019@14:49"					
72087			1	"DEC 10,2012@10:21"					
72091			1	"DEC 27,2018@08:36"					
72099			1	"JUN 19,2012@07:23"					
72126			1	"JUN 26,2012@07:30"					
72128			1	"JUN 14,2012@08:53"					
72148			1	"JUN 27,2012@08:39"					
72187			1	"APR 24,2020@09:41"					
72189			1	"MAR 6,2019@09:26"					
72261			1	"DEC 10,2012@12:00"					
72467			1	"DEC 10,2012@12:00"					
73066	73066		1	"SEP 25,2018@10:00"					
73067			1	"JUN 19,2012@07:23"					
73071			1	"MAR 7,2012@06:54"					
73100			1	"DEC 10,2012@12:00"					
73117			1	"DEC 10,2012@12:00"					
73126	73126		1	"JAN 17,2012@07:41"					
73143			1	"DEC 10,2012@12:00"					
73145			1	"DEC 10,2012@12:01"					
73147			1	"JUN 25,2012@07:15"					
73155			1	"DEC 10,2012@12:01"					
73159			1	"JAN 15,2013@10:40"					
73172			1	"DEC 10,2012@12:01"					
73743			1	"DEC 10,2012@12:01"					
73780			1	"JAN 12,2017@11:37"					
74048	74048		1	"MAR 29,2012@11:09"					
74080			2	"FEB 1,2019@14:53"					
74095			1	"APR 3,2012@08:12"					
74101			1	"MAR 7,2012@06:53"					
74120			1	"AUG 27,2020@08:43"					
74147	74147		1	"APR 3,2012@08:13"					
74212			3	"JUN 27,2012@08:42"					
74223			1	"DEC 10,2012@10:22"					
74227			1	"JUN 14,2012@08:54"					
74238			1	"JUN 27,2012@08:31"					
74240			1	"JUN 27,2012@08:39"					
74256			1	"SEP 7,2017@17:15"					
74284			1	"DEC 10,2012@12:02"					
74289			1	"JUN 14,2012@09:23"					
74323			1	"JUN 14,2012@09:24"					
74431			1	"DEC 10,2012@12:02"					
75087			1	"DEC 10,2012@12:02"					
75136			1	"JUL 16,2012@22:06"					
75137			1	"JUL 16,2012@22:07"					
75138			1	"JUL 16,2012@22:07"					
75185			1	"JUN 27,2012@08:39"					
75190			1	"JUN 25,2012@07:15"					
75191			1	"JUN 25,2012@07:16"					
75196			1	"JUL 16,2012@22:07"					
75228			1	"JUL 16,2012@22:08"					
75232			1	"JAN 24,2012@10:08"					
75233			1	"JUL 16,2012@22:08"					
75234			1	"JUL 16,2012@22:08"					
75235			1	"JUL 16,2012@22:09"					
75236			1	"JUL 16,2012@22:09"					
75237			1	"MAR 15,2012@07:08"					
75238			1	"JUL 2,2012@09:09"					
75240			1	"JUN 27,2012@08:40"					
75243			1	"JUL 16,2012@22:09"					
75250			1	"DEC 28,2018@16:05"					
75256			1	"JUL 16,2012@10:12"					
75261	75261		1	"JUN 14,2012@09:25"					
75273			1	"JUL 16,2012@22:11"					
75274			1	"JUL 16,2012@22:11"					
75278			1	"JUL 16,2012@22:11"					
75280			1	"JUL 16,2012@22:12"					
75281	76258		1	"NOV 24,2014@08:49"					
75284	75284		1	"JUL 12,2012@06:17"					
75285			1	"JUN 19,2012@07:24"					
75289			1	"JUL 16,2012@22:12"					
75296			1	"JUN 17,2020@21:03"					
75300	75300		1	"AUG 1,2022@17:31"					
75305			1	"JUN 26,2012@07:32"					
75600			1	"MAY 31,2012@08:48"					
75895	75895		1	"JUN 26,2012@07:33"					
76031			1	"JUL 16,2012@22:13"					
76045			1	"JUL 16,2012@22:14"					
76048			1	"JUL 16,2012@22:14"					
76066			1	"JUL 16,2012@22:14"					
76258	76258		1	"APR 1,2014@06:53"					
76342	76342		1	"OCT 29,2014@06:55"					
76343			1	"JUL 16,2012@22:16"					
76498			1	"NOV 10,2020@13:34"					
76569			1	"APR 3,2012@08:19"					
77012			1	"JUL 16,2012@22:16"					
77015			1	"JUL 16,2012@22:16"					
77038			1	"JUL 16,2012@22:16"					
77039			1	"JUL 16,2012@22:17"					
77045			1	"JAN 24,2012@10:10"					
77052			1	"JUL 16,2012@22:17"					
77054			1	"JUL 16,2012@22:17"					
77070			1	"JUL 16,2012@22:18"					
77073			1	"JUL 16,2012@22:19"					
77076			1	"JUL 16,2012@22:19"					
77078			1	"JUL 16,2012@22:19"					
77124			2	"AUG 6,2020@08:42"					
77130			1	"DEC 26,2018@13:22"					
77160			1	"DEC 17,2019@14:13"					
77502			1	"FEB 1,2018@20:38"					
77741			1	"DEC 19,2017@13:10"					
77950			1	"JUN 21,2012@08:52"					
78448			1	"JAN 24,2019@11:12"					
78535			1	"FEB 6,2019@13:47"					
78702			1	"DEC 17,2020@10:43"					
78857			1	"JUN 21,2012@09:27"					
79420			1	"SEP 24,2019@18:20"					
79480			1	"JUL 16,2012@22:20"					
80141			1	"JUL 16,2012@22:20"					
80142			1	"JUL 16,2012@22:20"					
80314	80314		1	"JAN 8,2013@17:56"					
80705	80705		1	"JUN 14,2012@11:20"					
80900			1	"JUL 16,2012@22:22"					
80942			1	"JUL 30,2012@11:19"					
81040			1	"JUN 19,2012@07:24"					
81079			1	"JAN 11,2019@15:47"					
81264			1	"JUL 16,2012@22:22"					
81312			1	"FEB 1,2018@20:57"					
81400			1	"JUL 16,2012@22:23"					
81502			1	"AUG 2,2017@11:13"					
81600			1	"DEC 26,2018@13:30"					
81671			1	"AUG 30,2021@13:47"					
81812			1	"JUL 16,2012@22:23"					
81883			1	"JUL 16,2012@22:23"					
82018			1	"JUN 21,2012@08:53"					
82048			1	"JUN 26,2012@07:33"					
82056			1	"JUL 16,2012@22:24"					
82275			1	"JAN 11,2019@15:49"					
82288			1	"JAN 5,2018@18:43"					
82357			1	"AUG 23,2021@17:01"					
82468			1	"JUN 25,2012@07:21"					
82694			1	"AUG 28,2017@13:51"					
83028			1	"JUL 16,2012@22:24"					
83035			2	"JUL 16,2012@22:25"					
83077			1	"JUL 16,2012@22:25"					
83247			1	"DEC 16,2019@09:49"					
83248			1	"FEB 14,2020@13:34"					
83253			1	"JUL 16,2012@22:25"					
83269			1	"JAN 2,2020@12:16"					
83276			1	"JAN 2,2020@12:12"					
83352			1	"DEC 8,2020@19:18"					
83383			1	"NOV 30,2021@10:19"					
83867			1	"DEC 17,2019@14:42"					
84065			1	"JUN 20,2012@08:50"					
84076			1	"JUL 2,2012@09:12"					
84096			1	"JUN 26,2012@07:34"					
84109			2	"JUL 16,2012@22:26"					
84129			1	"JUL 16,2012@22:26"					
84131			1	"JUL 3,2012@10:43"					
84133			1	"JUL 3,2012@10:44"					
84134			2	"JUL 3,2012@10:22"					
84135			1	"JUL 3,2012@10:45"					
84137			1	"JUN 5,2012@10:04"					
84146			1	"JUL 16,2012@22:27"					
84213			1	"OCT 27,2020@12:45"					
84223			1	"JAN 15,2013@10:41"					
84227			1	"FEB 3,2021@14:24"					
84323			1	"JAN 4,2021@14:25"					
84324			1	"JAN 4,2021@13:41"					
84423			1	"FEB 3,2021@12:47"					
84600			2	"JUL 16,2012@22:27"					
85256			1	"JUN 28,2012@09:11"					
85431			2	"MAR 27,2018@14:39"					
85664			1	"OCT 12,2021@17:14"					
85729			1	"JUL 16,2012@22:27"					
86001			1	"JUL 16,2012@22:28"					
86002			1	"JUL 16,2012@22:28"					
86003			1	"JUL 16,2012@22:29"					
86033			1	"JUN 14,2012@11:20"					
86040			1	"JUL 16,2012@22:29"					
86047			1	"JUL 16,2012@22:30"					
86048			1	"JUL 16,2012@22:30"					
86049			1	"JUL 16,2012@22:30"					
86052			1	"JUN 21,2012@09:28"					
86066			1	"JUN 25,2012@07:22"					
86071			1	"JUN 26,2012@07:34"					
86087			1	"AUG 30,2017@14:16"					
86456			1	"NOV 10,2020@13:45"					
87011	87011		2	"JUL 30,2018@13:56"			2		
87011	87011		3	"JUL 30,2018@13:56"			3		
87016	87016		2	"JUL 30,2018@14:05"			2		
87016	87016		3	"JUL 30,2018@14:05"			3		
87020	87020		1	"JUN 10,2020@13:44"					
87042	87042		1	"JUL 12,2012@06:18"					
87065			1	"JUL 16,2012@21:31"					
87066			1	"JUL 2,2012@09:07"					
87068			1	"JUL 16,2012@21:31"					
87265			1	"JUN 27,2012@07:34"					
87716			1	"SEP 10,2019@17:26"					
87726	87726		1	"JAN 10,2019@14:08"					
87765			1	"SEP 11,2019@16:09"					
87815	87815		1	"SEP 18,2013@13:44"					
87843			1	"JUN 20,2012@08:31"					
88022			1	"FEB 3,2021@14:20"					
88023			1	"JUL 16,2012@22:32"					
88027			1	"JUN 25,2012@07:23"					
88029			1	"JUL 16,2012@22:32"					
88033			1	"MAR 31,2015@12:28"					
88049			1	"JUL 16,2012@22:32"					
88050			1	"APR 18,2012@06:27"					
88051			3	"MAY 1,2012@09:22"					
88052			3	"MAY 31,2012@09:15"					
88054			1	"MAY 31,2012@08:47"					
88056			1	"APR 18,2012@06:27"					
88058			1	"MAY 15,2012@11:25"					
88059			1	"JUL 16,2012@22:33"					
88082			1	"JUL 16,2012@22:34"					
88350			1	"MAY 27,2020@12:15"					
88461			1	"JUN 25,2012@07:23"					
88537			1	"JUL 16,2012@22:34"					
89461			1	"JUL 16,2012@22:35"					
89677			1	"NOV 23,2021@09:11"					
89789			1	"MAY 7,2021@11:19"					
90001			1	"JUN 14,2012@09:26"					
90023			1	"JUL 16,2012@22:35"					
90060			1	"JUL 2,2012@09:07"					
90328			1	"JUN 29,2012@13:45"					
90441			1	"JUL 16,2012@22:36"					
90886			1	"JUL 23,2021@08:32"					
91051			1	"JUL 16,2012@22:36"					
91078	91078		1	"DEC 19,2011@09:31"					
91121			1	"JUL 2,2012@09:07"					
91131	91131		1	"FEB 24,2012@06:29"					
91136	91136		1	"JAN 17,2012@07:21"					
91151			1	"JUN 26,2012@07:36"					
91162	91162		1	"DEC 19,2011@07:30"					
91164			1	"AUG 14,2012@09:36"					
91176			1	"JUN 12,2012@09:09"					
91184	91184		1	"MAY 31,2012@08:37"					
91617			1	"JUN 25,2012@07:24"					
92006			1	"SEP 21,2020@09:20"					
92135			1	"JUL 21,2020@10:08"					
92312	92312		2	"MAR 29,2012@11:24"					
92600	92600		1	"JAN 17,2012@07:26"					
93029	93029		1	"MAR 29,2012@11:26"					
93031	93031		1	"JAN 4,2012@08:16"					
93044	93044		1	"JAN 17,2012@07:17"					
93050			1	"JUN 27,2012@08:39"					
93087			1	"JUN 26,2012@06:37"					
93092			1	"JUN 27,2012@08:40"					
93093			1	"JUN 21,2012@09:29"					
93221	93221		2	"MAR 30,2015@07:07"			2		
93221	93221		3	"MAR 30,2015@07:07"			3		
93658			1	"SEP 10,2019@17:30"					
93975	93975		1	"JAN 4,2012@09:35"					
94036	94036		1	"MAR 29,2012@11:15"					
94134			1	"JUN 14,2012@08:55"					
94135			1	"JUN 14,2012@08:55"					
94177			1	"JUL 30,2012@11:17"					
94235	94235		1	"MAR 29,2012@11:27"					
94265	94265		1	"MAR 29,2012@11:16"					
94302	94302		2	"JAN 24,2012@10:40"					
94304	94304		1	"JAN 17,2012@07:30"					
94316	94316		1	"DEC 29,2011@09:44"					
94320	94320		1	"JAN 17,2012@07:18"					
94321			2	"JUN 19,2012@09:28"					
95019			1	"OCT 5,2021@12:19"					
95111			1	"JAN 22,2019@09:56"					
95164			3	"JUL 16,2012@22:37"					
95166			1	"JUN 19,2012@07:25"					
95167			1	"JUN 19,2012@07:25"					
95170			1	"JUL 16,2012@22:37"					
95192			1	"JUL 16,2012@21:15"					
95202			1	"JUL 16,2012@22:37"					
95213			1	"JUL 30,2012@11:20"					
95241			1	"JUN 19,2012@07:26"					
95266			1	"JUL 16,2012@22:39"					
95269			1	"JUN 26,2012@07:37"					
95352			1	"APR 20,2020@10:04"					
95377	76258		1	"NOV 24,2014@08:51"					
95378			1	"DEC 19,2011@11:36"					
95397			1	"JUL 16,2012@22:39"					
95415			1	"JUN 25,2012@07:25"					
95426			1	"JUL 16,2012@22:40"					
95432			2	"JUL 16,2012@22:40"					
95440			1	"JUL 2,2012@09:14"					
95442			1	"JUL 16,2012@22:40"					
95444			1	"MAY 15,2012@11:25"					
95467			1	"JUL 16,2012@22:40"					
95567	95567		1	"SEP 27,2013@07:04"					
95568			1	"JUL 16,2012@22:42"					
95570			1	"JUL 16,2012@22:42"					
95604			1	"JUL 16,2012@22:42"					
95606			1	"JUL 16,2012@22:45"					
95691			1	"JUN 14,2012@09:26"					
95712			1	"JUN 10,2019@18:39"					
95740			1	"JUL 16,2012@19:45"					
95748			1	"JUL 16,2012@22:43"					
95930			1	"JUL 16,2012@22:45"					
95958			1	"JUL 16,2012@22:43"					
95959			1	"JUL 16,2012@22:44"					
95962			1	"JUL 16,2012@22:44"					
95964			1	"JUL 16,2012@22:44"					
95999			1	"JUL 16,2012@22:46"					
96107			1	"JUL 16,2012@22:47"					
96277			1	"APR 21,2020@11:21"					
96436			1	"JAN 13,2020@10:25"					
96475			1	"JUN 14,2012@09:27"					
98514			1	"MAR 15,2012@07:05"					
98798			1	"OCT 23,2020@09:06"					
99111			2	"MAR 7,2018@15:03"					
99138			3	"JAN 15,2013@10:41"					
99139			3	"JAN 15,2013@10:42"					
99157			3	"JAN 15,2013@10:43"					
99208			1	"JUN 14,2012@08:56"					
128CA			1	"JAN 5,2018@19:06"					
128MD			1	"OCT 26,2017@12:13"					
12B02	12B02		3	"APR 2,2012@07:23"					
12B03	12B03		3	"SEP 4,2012@06:39"					
12B04	12B04		3	"APR 3,2012@08:25"					
12B05	12B05		3	"SEP 4,2012@06:40"					
12B07	12B07		3	"MAR 29,2012@11:03"			3		
12B08	12B08		3	"MAR 29,2012@11:03"					
12B09	12B09		3	"JUL 2,2012@07:39"					
12B10	12B1B		3	"APR 3,2012@08:25"			3		
12B11	12B11		3	"JUL 2,2012@07:39"					
12B12	12B1A		3	"JUL 2,2012@07:40"					
12B14	12B14		3	"OCT 8,2021@11:16"					
12B15	12B15		3	"JUL 2,2012@07:42"					
12B16	12B16		3	"APR 3,2012@08:27"			3		
12B17	12B17		3	"MAR 29,2012@11:21"					
12B18	12B18		3	"APR 3,2012@08:29"					
12B19	12B19		3	"MAR 29,2012@11:03"					
12B1A	12B1A		3	"JUL 2,2012@07:41"					
12B1E	12B1E		3	"APR 3,2012@08:23"			3		
12B20	12B20		3	"JUL 2,2012@07:44"					
12B21	12B21		3	"JUL 2,2012@07:44"					
12B22	12B22		3	"MAY 23,2012@06:46"					
12B23	12B23		3	"MAR 29,2012@11:03"					
12B24	12B24		3	"MAY 4,2022@13:37"			3		
12B26			3	"JUL 16,2012@21:26"					
12B27	12B27		3	"MAR 29,2012@11:21"					
12B28	12B28		3	"MAR 29,2012@11:04"			3		
12B29	12B29		3	"JUL 2,2012@07:47"					
12B30	12B30		3	"MAR 29,2012@11:04"					
12B31	12B31		3	"MAR 29,2012@11:04"					
12B32	12B32		3	"JUL 17,2012@14:42"					
12B33	12B1C		3	"APR 19,2012@07:27"			3		
12B34	12B34		3	"MAR 29,2012@11:04"			3		
12B35	12B35		3	"AUG 7,2013@06:18"					
12B36			3	"JUL 16,2012@21:27"					
12B37	12B37		3	"JUN 25,2021@18:30"					
12B38			3	"JUL 16,2012@21:25"					
12B39	12B39		3	"APR 2,2012@07:29"			3		
12B40	12B40		3	"JUN 19,2012@09:12"					
12B41	12B41		3	"MAY 16,2012@06:24"			3		
12B42	12B42		3	"APR 3,2012@08:21"			3		
12B45			3	"MAR 28,2012@09:37"					
12B47	12B47		3	"MAR 29,2012@11:21"					
12B48	12B48		3	"JUL 3,2012@10:27"					
12B53	12B53		3	"APR 2,2012@07:37"					
12B54	12B54		3	"MAR 29,2012@11:04"			3		
12B55	12B55		3	"MAR 29,2012@11:05"			3		
12B58	12B58		3	"APR 3,2012@08:21"					
12B59	12B59		3	"MAY 23,2012@06:45"					
12B60	12B60		3	"AUG 20,2015@07:03"			3		
12B61	12B61		3	"APR 2,2012@07:30"			3		
12B62	12B62		3	"JUN 5,2012@10:07"					
12B65	12B65		3	"JUL 2,2012@07:43"					
12B66	12B66		3	"MAR 29,2012@11:13"					
12B67			3	"JUL 16,2012@20:54"					
12B68	12B68		3	"APR 2,2012@07:30"			3		
12B71			3	"JUL 16,2012@20:55"					
12B72			3	"JUL 16,2012@20:55"					
12B73			3	"JUL 16,2012@20:55"					
12B74	12B74		3	"NOV 6,2012@07:02"					
12B75			3	"JUN 27,2012@08:26"					
12B76	12B76		3	"APR 3,2012@08:21"			3		
12B77	12B77		3	"JUN 26,2012@06:31"					
12B78	12B78		3	"MAR 29,2012@11:13"					
12B81	12B81		3	"MAY 17,2012@10:28"			3		
12B82	12B82		3	"MAR 29,2012@11:21"					
12B84	12B84		3	"MAR 29,2012@11:14"					
12B88	12B88		3	"MAY 16,2012@06:24"			3		
12B90	12B90		3	"MAY 16,2012@06:25"			3		
12B92			3	"APR 3,2012@08:43"					
12C01			1	"JUL 16,2012@21:20"					
12HHA			3	"JUL 3,2012@09:30"					
12K04			1	"JUL 16,2012@21:20"					
12K05			3	"JUL 16,2012@21:21"					
12K12			3	"JUL 3,2012@09:31"					
12K1A			3	"JUN 19,2012@09:19"					
12K37			3	"JUL 16,2012@21:21"					
12K46			3	"JUL 16,2012@21:22"					
12K82			3	"JUL 16,2012@21:22"					
12K83			3	"APR 3,2012@08:36"					
12K94			3	"JUL 3,2012@09:30"					
12K99			1	"MAY 17,2019@11:22"					
12LTC			3	"MAY 4,2020@14:15"					
12M12			1	"JUL 16,2012@21:22"					
12M17			1	"JUL 16,2012@21:22"					
12M61			3	"JUN 18,2012@06:25"					
12M81			3	"JUL 16,2012@21:23"					
12T31	HDM01	9701	3	"JUN 20,2017@14:39"			3		
12T33			3	"JUN 27,2012@11:41"					
12T52			1	"JUN 26,2012@07:37"					
12T67			1	"JUN 25,2012@07:25"					
12X01	12X01		3	"MAR 6,2014@07:05"					
12X03			3	"FEB 29,2012@12:09"					
12X04			3	"JUL 16,2012@21:23"					
12X09			3	"JUL 16,2012@21:24"					
12X16			3	"JUL 16,2012@21:25"					
12X17			3	"JUN 19,2012@09:19"					
12X18			3	"JUN 22,2012@07:08"					
12X19			3	"JUN 19,2012@09:20"					
12X20			3	"JUN 19,2012@09:20"					
12X24			3	"JUN 22,2012@07:09"					
12X25			3	"JUL 2,2012@07:36"					
12X26	12X26		3	"JUL 2,2012@07:37"					
12X27			3	"JUN 14,2012@08:59"					
12X28			3	"JUL 3,2012@09:29"					
12X29	12X29		3	"MAR 29,2012@11:20"					
12X30			3	"JUL 16,2012@20:56"					
12X35			3	"JUN 20,2012@11:50"					
12X36	12X36		3	"JUL 12,2012@06:18"					
12X37			3	"JUN 26,2012@07:39"					
12X42			3	"JUL 16,2012@20:56"					
12X43			3	"JUL 16,2012@20:57"					
12X44			3	"JUN 26,2012@06:30"					
12X45			3	"JUN 22,2012@07:11"					
12X48			3	"JUL 2,2012@09:04"					
12X50			3	"JUL 16,2012@20:57"					
12X51	12X51		3	"JUN 20,2012@11:51"					
12X55			3	"JUL 16,2012@19:45"					
12X56	12X56		3	"JUN 19,2012@09:09"					
19CAF			1	"JUN 11,2021@16:06"					
2020E			2	"OCT 21,2019@11:48"					
3135M			1	"FEB 8,2019@08:48"					
3519M			1	"FEB 7,2019@09:59"					
3833A			1	"NOV 22,2019@15:26"					
973MA			1	"DEC 27,2018@08:22"					
A0701			1	"JUL 8,2012@16:15"					
A5143			2	"AUG 20,2019@12:54"					
ABR05	ABR05		1	"MAR 14,2019@16:04"					
AGL03			1	"MAR 18,2020@14:36"					
ALIVI			2	"JUN 2,2020@13:44"					
ALOHA			3	"DEC 17,2020@10:49"					
AMG02			1	"AUG 4,2020@10:24"					
AMM01			1	"JUN 19,2012@07:27"					
APP01			3	"SEP 22,2021@16:49"					
ASVA1			1	"JAN 24,2020@16:55"					
ATNET			2	"JUN 2,2020@14:02"					
AULOH			1	"OCT 22,2019@14:23"					
AVA03			2	"DEC 14,2018@15:27"					
AVA04			2	"AUG 19,2019@09:11"					
BHPP1			2	"DEC 18,2019@15:18"					
BPSLL			1	"APR 27,2020@13:42"					
BRKPN			1	"OCT 12,2021@17:09"					
CARMO			3	"JUN 22,2020@18:30"					
CB369			1	"MAR 7,2018@15:09"					
CB711			1	"OCT 11,2019@09:52"					
CB733			1	"JUL 21,2020@13:03"					
CBC01			1	"JUN 5,2020@12:31"					
CHA01			1	"MAR 18,2020@14:14"					
CMCHP			1	"APR 19,2019@09:42"					
CMG01			2	"MAR 25,2019@09:38"					
COCHA			1	"OCT 16,2019@14:45"					
CP001			1	"JUN 14,2012@08:57"					
CPN01			1	"SEP 1,2020@10:09"					
CX054			1	"JUN 22,2020@10:29"					
DBA02			1	"JUN 23,2021@14:50"					
DCA62			3	"FEB 13,2019@09:38"					
DCMED			1	"OCT 14,2020@08:31"					
DOM01			1	"JUN 5,2020@12:54"					
E3510			1	"JUN 25,2012@07:26"					
FAMR1			1	"JUL 8,2012@16:14"					
FH205			1	"OCT 11,2019@10:03"					
FLPAC			1	"AUG 20,2019@16:46"					
GCMSO			1	"NOV 15,2021@14:33"					
GI813			1	"APR 3,2018@16:16"					
GLOBA			1	"NOV 1,2019@12:11"					
GMICC			1	"NOV 2,2021@12:25"					
H0657			1	"APR 19,2019@09:54"					
HCH01			1	"AUG 14,2017@17:00"					
HCMG2			1	"DEC 31,2019@13:31"					
HESUN			3	"JUL 28,2020@10:42"					
HLSTA			1	"MAY 8,2020@12:38"					
HLTHT			1	"DEC 14,2018@15:44"					
HOSH1			1	"DEC 16,2019@09:45"					
HPPZZ			1	"FEB 24,2020@13:32"					
HPRNT	IPRNT		3	"FEB 6,2012@11:34"			3		
