.01 PRIMARY ID	.02 TPA ID	.03 CLAIM OFFICE ID	.04 CLAIM TYPE	.05 DATE/TIME LAST MODIFIED	.08 TEST or PRODUCTION	.09 DELETED / INACTIVE	.11 EXCLUDED SERVICE CLAIM TYPE	.12 EXCLUDED SERVICE LAST UPDATED	
free text	free text	free text	set of codes	date	boolean	boolean	set of codes	date	
HSICS			3	"JAN 15,2020@15:34"					
HSM01			1	"DEC 17,2019@14:27"					
HSMSO			1	"JUL 1,2020@14:36"					
ICRCL			1	"MAY 7,2021@11:23"					
IH400			1	"JUN 1,2020@09:11"					
IHHMG			1	"JUL 15,2019@12:25"					
IHS01			1	"MAR 26,2021@15:12"					
IICTX			1	"JUN 21,2019@16:54"					
IMG02			2	"MAR 25,2019@09:16"					
INET1			1	"JAN 31,2020@12:31"					
INTEG			2	"APR 4,2019@12:12"					
IP095			1	"DEC 18,2019@12:40"					
JHHCG			2	"AUG 30,2019@10:32"					
JVHJ5			1	"SEP 1,2020@09:26"					
JVHJR			1	"SEP 1,2020@09:41"					
JVHJW			1	"SEP 11,2020@19:05"					
JVHK7			1	"SEP 11,2020@18:16"					
JVHKR			1	"SEP 1,2020@10:26"					
JVHLB			2	"JUL 13,2020@09:11"					
JVHLW			1	"JUN 11,2020@15:50"					
JVHMB			1	"AUG 20,2020@15:18"					
KCMD1			1	"JAN 24,2020@16:59"					
KPS01			1	"JUN 25,2012@07:27"					
L0150			1	"JAN 7,2013@11:52"					
L0160			1	"JAN 7,2013@11:52"					
L0170			1	"JAN 7,2013@11:53"					
L0180			1	"JAN 7,2013@11:53"					
L0190			1	"JAN 7,2013@11:53"					
L0200	L0200		1	"MAY 13,2013@10:34"					
L0241			1	"FEB 28,2020@10:35"					
L0242			1	"FEB 19,2020@13:26"					
LEVEL			1	"JAN 21,2020@11:54"					
LFL01			1	"JAN 24,2020@16:50"					
LIFE1			1	"JUL 8,2012@16:14"					
LNY01			1	"MAR 26,2019@15:53"					
LOK01			1	"JAN 24,2020@16:42"					
MCC02			1	"JAN 3,2020@12:27"					
MCS02			1	"JUN 25,2012@07:27"					
MLTSS			1	"APR 10,2018@11:01"					
MPM05			2	"MAR 7,2018@15:28"					
MPM06			1	"OCT 28,2021@17:40"					
MPM09			2	"DEC 5,2017@15:51"					
MPM16			2	"OCT 16,2017@11:38"					
MPM20			1	"NOV 26,2019@11:52"					
MPM22			2	"DEC 5,2017@16:18"					
MPM23			2	"DEC 5,2017@16:22"					
MPM27			1	"DEC 27,2019@20:21"					
MPM28			1	"NOV 22,2019@15:17"					
MPM47			1	"JAN 24,2020@14:13"					
MRIPA			1	"JUL 6,2021@11:03"					
MV440			1	"JAN 31,2019@10:44"					
NCHON			2	"JAN 4,2019@11:05"					
NDX99			1	"AUG 12,2019@15:11"					
NMM03			1	"JUL 2,2019@17:52"					
NMM04			1	"DEC 10,2019@10:29"					
NMM05			1	"FEB 11,2020@10:49"					
NWEST			1	"JAN 5,2021@14:45"					
NYDFS			1	"NOV 2,2021@11:06"					
OMDBH			1	"JAN 6,2020@12:38"					
P3HNV			1	"AUG 30,2019@11:28"					
PAI01			2	"JUN 12,2019@13:19"					
PARLN			1	"JUL 6,2021@11:05"					
PCCMC			1	"NOV 10,2021@13:11"					
PCU01			1	"APR 4,2019@14:16"					
PCU03			1	"AUG 12,2020@08:49"					
PCU04			1	"AUG 12,2020@08:55"					
PHMD1			2	"JUL 6,2021@12:31"					
PIH01			1	"AUG 17,2021@09:18"					
PPM01			2	"JUN 20,2012@11:50"					
PPRNT	PPRNT		2	"JAN 3,2012@14:07"			2		
PROH1			1	"DEC 16,2019@09:46"					
PTX01			1	"JAN 24,2020@16:49"					
REGAL			3	"MAY 8,2020@12:22"					
REHNO			1	"MAR 21,2019@09:44"					
RGA01			1	"AUG 27,2019@12:58"					
RHP01			1	"FEB 19,2020@13:18"					
RMC01			1	"OCT 28,2021@17:40"					
RVC01			1	"DEC 18,2019@15:10"					
SA704			1	"JUL 3,2012@10:43"					
SB338	SB338		2	"APR 3,2012@08:47"			2		
SB510	SB510		2	"MAR 29,2012@11:16"			2		
SB520	SB520		2	"MAR 29,2012@11:16"					
SB530	SB530		2	"APR 2,2012@07:47"					
SB550	SB550		2	"MAR 29,2012@11:28"					
SB560	SB560		2	"MAR 29,2012@11:16"					
SB562			2	"JUL 16,2012@20:58"					
SB563	SB563		2	"MAY 17,2012@10:27"					
SB570	SB570		2	"SEP 18,2013@13:16"			2		
SB580	SB580		2	"MAR 29,2012@11:16"					
SB590	SB590		2	"JUN 22,2012@07:35"			2		
SB600	SB600		2	"JUN 5,2012@10:07"					
SB611	SB611		2	"MAY 22,2012@06:33"			2		
SB612	SB612		2	"APR 2,2012@07:48"			2		
SB613			2	"MAY 31,2012@09:07"					
SB621	SB621		2	"MAR 29,2012@11:17"					
SB630	SB630		2	"APR 2,2012@07:48"					
SB640	SB641		2	"SEP 1,2021@13:31"			2		
SB645			2	"APR 3,2012@08:50"					
SB650	SB650		2	"APR 2,2012@07:49"					
SB651	SB651		2	"APR 2,2012@07:49"					
SB652	SB652		2	"APR 2,2012@07:49"					
SB653	SB653		2	"JAN 28,2013@09:08"					
SB660	SB660		2	"APR 2,2012@07:50"					
SB680	SB680		2	"MAR 29,2012@11:17"					
SB690	SB690		2	"MAR 29,2012@11:17"					
SB700	SB700		2	"OCT 8,2021@11:16"					
SB710	SB710		2	"MAR 29,2012@11:18"					
SB711	SB711		2	"MAR 29,2012@11:18"					
SB720	SB720		2	"APR 3,2012@08:48"			2		
SB730	SB730		2	"MAR 29,2012@11:23"					
SB731	SB731		2	"MAR 29,2012@11:22"					
SB740	SB740		2	"APR 2,2012@08:31"					
SB741	SB741		2	"JUN 5,2012@10:08"					
SB742	SB742		2	"JUN 5,2012@10:08"					
SB751	SB751		2	"JUN 26,2012@06:28"					
SB760	SB760		2	"MAR 29,2012@11:19"					
SB765	SB765		2	"APR 2,2012@08:32"					
SB770	SB770		2	"APR 3,2012@08:48"					
SB790	SB790		2	"MAY 23,2012@06:43"					
SB800	SB800		2	"APR 2,2012@08:32"			2		
SB801	SB801		2	"APR 2,2012@07:58"			2		
SB803	SB803		2	"JUN 5,2012@10:09"					
SB804	SB804		2	"JUN 19,2012@09:21"					
SB805	SB805		2	"DEC 10,2012@10:26"					
SB806			2	"JUL 16,2012@20:59"					
SB810	SB810		2	"MAR 29,2012@11:09"					
SB820	SB820		2	"MAR 29,2012@11:10"					
SB840	SB840		2	"MAY 23,2012@06:44"					
SB850	SB850		2	"MAY 22,2012@06:33"			2		
SB865	SB865		2	"MAR 29,2012@11:10"			2		
SB870	SB870		2	"NOV 6,2012@07:02"					
SB871			2	"JUL 16,2012@20:59"					
SB880	SB880		2	"MAR 29,2012@11:10"			2		
SB889	SB888		2	"APR 19,2012@07:26"			2		
SB890	SB890		2	"MAR 29,2012@11:10"					
SB891	SB891		2	"DEC 10,2012@10:28"					
SB892	SB892		2	"DEC 10,2012@10:28"					
SB900	SB900		2	"JAN 17,2013@06:15"					
SB910	SB910		2	"APR 3,2012@08:49"			2		
SB911	SB911		2	"JUN 27,2012@06:42"			2		
SB914			2	"JUL 2,2012@07:52"					
SB915	SB915		2	"JUL 17,2012@14:41"					
SB923	SB923		2	"MAR 29,2012@11:11"					
SB924			2	"JUN 27,2012@08:26"					
SB930	SB930		2	"MAR 29,2012@11:23"					
SB931	SB931		2	"MAY 31,2012@09:04"			2		
SB941	SB941		2	"MAR 29,2012@11:11"			2		
SB942			2	"JUL 16,2012@21:01"					
SB950	SB950		2	"APR 3,2012@08:49"					
SB960	SB960		2	"MAR 29,2012@11:11"					
SB971	SB971		2	"JUN 26,2012@06:27"					
SB980	SB980		2	"JUL 3,2012@07:16"					
SCACO			2	"JAN 6,2020@13:00"					
SCS17			1	"SEP 5,2017@14:28"					
SCWI0			2	"JUL 16,2012@21:17"					
SDMEA			2	"JUL 8,2012@16:07"					
SDMEB			2	"JUL 8,2012@16:07"					
SDMEC			2	"JUL 8,2012@16:08"					
SDMED			2	"JUL 8,2012@16:08"					
SFHP1			3	"MAY 27,2020@12:22"					
SH777			1	"AUG 12,2020@11:58"					
SHC30			2	"MAR 25,2019@09:39"					
SISCO			3	"APR 20,2020@09:50"					
SKAK0			2	"JUL 8,2012@16:09"					
SKAL0			2	"JUL 8,2012@16:04"					
SKAR0			2	"JUL 8,2012@16:05"					
SKCO0			2	"JUL 8,2012@16:05"					
SKCT0			1	"JUL 8,2012@16:06"					
SKIA0			2	"JUL 8,2012@16:06"					
SKKS0			2	"JUL 8,2012@16:06"					
SKLA5			1	"MAY 17,2019@11:23"					
SKMS0			2	"JUL 8,2012@16:09"					
SKOH0			2	"JUL 8,2012@16:10"					
SKRI0			2	"JUL 8,2012@16:10"					
SKSC0			2	"JUL 8,2012@16:10"					
SKVA0			2	"JUL 8,2012@16:11"					
SKVT0			2	"JUL 8,2012@16:11"					
SKWA0			2	"JUL 8,2012@16:12"					
SKWI0			2	"JUL 16,2012@21:19"					
SM325			1	"JUN 2,2020@13:32"					
SMIPA			3	"DEC 18,2019@15:23"					
SMKY0			2	"JUL 8,2012@16:12"					
SMND0			2	"JUL 8,2012@16:12"					
SMTX1			2	"DEC 19,2011@06:48"					
SMWY0			2	"JUL 8,2012@16:13"					
SNTCC			1	"OCT 16,2019@14:40"					
SNTRQ			1	"SEP 9,2021@08:34"					
SOPIA			2	"JAN 2,2018@21:49"					
SPRNT	PPRNT		2	"JAN 3,2012@09:10"			2		
STORK			2	"JUL 31,2020@09:29"					
SWSTA			1	"JUN 26,2012@07:40"					
SX009	SX009		2	"APR 2,2012@08:30"					
SX022	SX022		2	"MAR 29,2012@11:24"					
SX030			2	"JUN 20,2012@08:55"					
SX055			2	"JUN 22,2012@07:19"					
SX056			2	"JUL 16,2012@21:02"					
SX057			2	"JUL 2,2012@09:04"					
SX065			2	"JUN 22,2012@07:20"					
SX069			2	"JUN 19,2012@09:27"					
SX071	SX071		2	"JUN 20,2012@08:20"					
SX073	SX073		2	"MAR 21,2014@08:07"					
SX074			2	"JUN 22,2012@07:20"					
SX075			2	"JUN 22,2012@07:21"					
SX079			2	"JUL 16,2012@21:05"					
SX083			2	"JUL 16,2012@19:46"					
SX084			2	"JUL 16,2012@21:06"					
SX085			2	"JUL 16,2012@21:06"					
SX086			2	"JUN 22,2012@07:21"					
SX087			2	"JUN 22,2012@07:21"					
SX088			2	"JUN 19,2012@09:27"					
SX090			2	"JUN 19,2012@09:28"					
SX091			2	"JUN 19,2012@09:28"					
SX103	SX103		2	"JUL 15,2020@17:10"					
SX104			2	"JUL 16,2012@21:07"					
SX105			2	"JUN 20,2012@11:51"					
SX106	SX106		2	"JUN 22,2012@07:22"					
SX107			2	"JUN 26,2012@07:41"					
SX108			2	"JUL 16,2012@21:08"					
SX109			2	"JUL 16,2012@21:08"					
SX110			2	"JUN 25,2012@07:28"					
SX133			2	"JUL 16,2012@21:09"					
SX140			2	"JUL 16,2012@21:09"					
SX141			2	"JUL 16,2012@10:02"					
SX145			2	"JUL 16,2012@21:09"					
SX155			1	"FEB 2,2018@17:09"					
SX158			2	"JUN 26,2012@07:42"					
SX159			2	"JUN 29,2012@13:46"					
SX160			2	"JUL 16,2012@21:10"					
SX162			2	"JUL 16,2012@21:10"					
SX168			2	"JUL 16,2012@21:11"					
SX169			2	"JUL 16,2012@21:11"					
SX170			2	"MAR 20,2012@10:13"					
SX173	SX173		2	"DEC 28,2015@11:00"					
SX175			2	"JUL 16,2012@21:12"					
SX176			2	"JUL 16,2012@21:13"					
SX178			2	"JUL 16,2012@21:13"					
SX179			2	"JUL 16,2012@09:58"					
SX182			2	"JUN 26,2012@06:26"					
SX183			2	"JUN 22,2012@07:26"					
SX187			2	"JUL 16,2012@21:13"					
SX190			2	"JUN 20,2012@08:56"					
SX198			2	"JUL 16,2012@21:14"					
SX262			2	"JUL 16,2012@21:14"					
SX263			2	"JUL 16,2012@21:14"					
TA720			1	"JUL 16,2012@19:47"					
TCMAP			1	"MAR 26,2019@15:44"					
TH003			1	"OCT 10,2018@21:43"					
TH005			2	"JUN 20,2012@11:49"					
TH010			2	"JUL 2,2012@09:12"					
TH026			2	"JUL 2,2012@09:05"					
TH049			2	"JUN 22,2012@07:40"					
TH067			2	"JUN 22,2012@07:41"					
TH071	HDM01	9810	2	"DEC 12,2012@11:37"			2		
TH073			2	"JUN 22,2012@07:41"					
TH077			2	"JUL 16,2012@21:15"					
TH095	HDM01	9701	2	"JUN 20,2017@14:39"			2		
TH096			2	"JUL 2,2012@09:14"					
TH103			2	"JUN 28,2012@09:13"					
TH107			2	"JUN 20,2012@11:48"					
TH111			2	"JUN 25,2012@07:28"					
TH120			2	"JUN 25,2012@07:29"					
TH130			2	"JUN 20,2012@11:48"					
THRIV	THRIV		1	"NOV 7,2018@12:29"					
TRAN1			2	"AUG 13,2019@11:04"					
TRIN1			1	"MAY 19,2020@21:33"					
TRNPC			1	"MAR 14,2018@16:36"					
TRP1E	TRP1E		1	"JAN 22,2015@06:32"					
TTUMD			1	"NOV 15,2019@19:18"					
TXCSM			2	"JUL 16,2012@21:15"					
U317M			3	"FEB 23,2021@15:52"					
U8053			1	"APR 6,2021@15:29"					
UC001			1	"MAY 19,2021@10:28"					
UCHHP			3	"AUG 12,2020@08:59"					
UMHCJ			1	"JUL 28,2020@10:40"					
UMMFL			3	"FEB 8,2019@09:04"					
UNITE			1	"JAN 13,2020@10:16"					
USN01			1	"AUG 5,2020@09:50"					
UTMBC			1	"AUG 20,2019@16:36"					
VACCN			1	"NOV 22,2019@15:32"					
VAYAH			1	"NOV 1,2019@12:01"					
VHP01			2	"MAR 13,2019@14:23"					
VPCCI			1	"JUL 30,2018@17:38"					
